,Trans_desc_brand,Prediction
3941,CHECK CRD PURCHASE 11/11 WOMENS SPECIALTY CARE   LAS VEGAS     NV 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WOMENS SPECIALTY CARE,Health and Community Services
3942,CHECK CRD PURCHASE 11/11 SANDY S MILGRAUM M      E BRUNSWICK   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111SANDY S MILGRAUM M,Retail Trade
3943,RECUR DEBIT CRD PMT11/11 GRAND RIVER HOSPITAL D  111-1111111   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GRAND RIVER HOSPITAL D,Health and Community Services
3944,CHECK CRD PURCHASE 11/11 AAFES EGL-HUR B KING    EGLIN AFB     FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AAFES EGL-HUR B KING,Retail Trade
3945,CHECK CRD PURCHASE 11/11 WASECA-CLARKS GROV      WASECA        MN 111111XXXXXX1111 111111111111111                               ?MCC=1111WASECA-CLARKS GROV,Retail Trade
3946,CHECK CRD PURCHASE 11/11 1H MOBILE VETERINA      NEW HILL      NC 111111XXXXXX1111 111111111111111                               ?MCC=11111H MOBILE VETERINA,Retail Trade
3947,CHECK CRD PURCHASE 11/11 ALLERGY AND ASTHMA CAR  LONETREE      CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALLERGY AND ASTHMA CAR,Services to Transport
3948,"CHECK CRD PURCHASE 11/11 DAVID L. ANGULO, DDS    TOLUCA LAKE   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DAVID L. ANGULO, DDS",Health and Community Services
3949,CHECK CRD PUR RTRN 11/11 VCA FIREHOUSE AH #111   DENVER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VCA FIREHOUSE AH #111,Health and Community Services
3950,CHECK CRD PURCHASE 11/11 KACHINA FAMILY PRACTIC  PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KACHINA FAMILY PRACTIC,Health and Community Services
3951,CHECK CRD PURCHASE 11/11 DR SANTIAGO BATRES      EL PASO       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DR SANTIAGO BATRES,Health and Community Services
3952,CHECK CRD PURCHASE 11/11 ALAN J HELVIG D C       SUN CITY      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALAN J HELVIG D C,Retail Trade
3953,CHECK CRD PURCHASE 11/11 REHAB INST OF CHICAGO   1111111111    IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11REHAB INST OF CHICAGO,Retail Trade
3954,CHECK CRD PURCHASE 11/11 YRMC/CASHIERS OFFICE    PRESCOTT      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YRMC/CASHIERS OFFICE,Retail Trade
3955,CHECK CRD PUR RTRN 11/11 WORLD RADIO NETWORK IN  PHARR         TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WORLD RADIO NETWORK IN,Retail Trade
3956,RECUR DEBIT CRD PMT11/11 THE PINNACLE FITNE      111-111-1111  NE 111111XXXXXX1111 111111111111111                               ?MCC=1111THE PINNACLE FITNE,Retail Trade
3957,HSA CARD PURCHASE  11/11 OB/GYN SPECIALISTS      PALM BEACH GA FL 111111XXXXXX1111 111111111111111                               ?MCC=1111OB/GYN SPECIALISTS,Health and Community Services
3958,CHECK CRD PURCHASE 11/11 UIC HOSPITAL GIFT SHOP  CHICAGO       IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11UIC HOSPITAL GIFT SHOP,Retail Trade
3959,CHECK CRD PURCHASE 11/11 LAKECROSS VETERINA      HUNTERSVILLE  NC 111111XXXXXX1111 111111111111111                               ?MCC=1111LAKECROSS VETERINA,Health and Community Services
3960,CHECK CRD PURCHASE 11/11 C1C UTAH FRATERNAL      111-111-1111  UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11C1C UTAH FRATERNAL,Retail Trade
3961,CHECK CRD PURCHASE 11/11 WATT FAMILY CHIROP      MELBOURNE     FL 111111XXXXXX1111 111111111111111                               ?MCC=1111WATT FAMILY CHIROP,Health and Community Services
3962,CHECK CRD PURCHASE 11/11 SE NEW MEXICO HEMATOLO  ROSWELL       NM 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SE NEW MEXICO HEMATOLO,Entertainment
3963,DEBIT CRD PUR INTL 11/11 FARMACORP SC 11 AV      SANTA CRUZ    BO 111111XXXXXX1111 111111111111111                               ?MCC=1111FARMACORP SC 11 AV,Entertainment
3964,HSA CARD PURCHASE  11/11 BLANK BILLING OFFI      JOHNSTON      IA 111111XXXXXX1111 111111111111111                               ?MCC=1111BLANK BILLING OFFI,Health and Community Services
3965,CHECK CRD PURCHASE 11/11 RINCON PAIN MNAGEMENT   111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RINCON PAIN MNAGEMENT,Health and Community Services
3966,CHECK CRD PURCHASE 11/11 C T Vision Inc          Orem          UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11C T Vision Inc,Health and Community Services
3967,CHECK CRD PURCHASE 11/11 ZSC PRKG-CCRI           SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ZSC PRKG-CCRI,Services to Transport
3968,CHECK CRD PURCHASE 11/11 EVANGELICAL FREE CHURC  111-111-1111  MN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11EVANGELICAL FREE CHURC,Retail Trade
3969,CHECK CRD PURCHASE 11/11 SLEEP PROF. OF NEBR     1111111111    NE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SLEEP PROF. OF NEBR,Retail Trade
3970,CHECK CRD PURCHASE 11/11 CAROL ROSS LTD          111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CAROL ROSS LTD,Retail Trade
3971,CHECK CRD PURCHASE 11/11 JOANNE S HINSON MD      SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111JOANNE S HINSON MD,Health and Community Services
3972,RECUR DB CD PMT REV11/11 ABC*XPERIENCE FITN      111-1111111   MN 111111XXXXXX1111 111111111111111                               ?MCC=1111ABC*XPERIENCE FITN,Retail Trade
3973,RECUR DEBIT CRD PMT11/11 HST*slcpersonaltrainin  111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HST*slcpersonaltrainin,Property and Business Services
3974,"CHECK CRD PURCHASE 11/11 KEITH A. LEVER, D.D.S.  MIDVALE       UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KEITH A. LEVER, D.D.S.",Retail Trade
3975,CHECK CRD PURCHASE 11/11 TM *DANIEL TOSH         111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111TM *DANIEL TOSH,Entertainment
3976,CHECK CRD PURCHASE 11/11 JOHN C SPAETH JR OD     DANA POINT    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JOHN C SPAETH JR OD,Health and Community Services
3977,"CHECK CRD PURCHASE 11/11 CVC,LTD PBO             PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CVC,LTD PBO",Retail Trade
3978,CHECK CRD PURCHASE 11/11 POLITICAL VICTORY FUND  111-111-1111  OH 111111XXXXXX1111 111111111111111                               ?MCC=1111 11POLITICAL VICTORY FUND,Retail Trade
3979,"RECUR DEBIT CRD PMT11/11 ROBERT M BLAICH DC, IN  111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ROBERT M BLAICH DC, IN",Health and Community Services
3980,CHECK CRD PURCHASE 11/11 ENT OF GEORGIA          MARIETTA      GA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ENT OF GEORGIA,Retail Trade
3981,CHECK CRD PURCHASE 11/11 JAMES D. MATACZYNSKI    RACINE        WI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JAMES D. MATACZYNSKI,Retail Trade
3982,CHECK CRD PURCHASE 11/11 IDAHO DIABETES & E      BOISE         ID 111111XXXXXX1111 111111111111111                               ?MCC=1111IDAHO DIABETES & E,Retail Trade
3983,CHECK CRD PURCHASE 11/11 ODESSA DENTAL SOLU      ODESSA        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111ODESSA DENTAL SOLU,Health and Community Services
3984,CHECK CRD PURCHASE 11/11 EMERALD WEST FAMIL      BOSIE         ID 111111XXXXXX1111 111111111111111                               ?MCC=1111EMERALD WEST FAMIL,Retail Trade
3985,CHECK CRD PURCHASE 11/11 MGH CAMBRIDGE GARAGE    BOSTON        MA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MGH CAMBRIDGE GARAGE,Services to Transport
3986,RECUR DEBIT CRD PMT11/11 PET MEDICAL CENTER      111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111PET MEDICAL CENTER,Health and Community Services
3987,CHECK CRD PURCHASE 11/11 FLORIDA HAND THERA      HOLLYWOOD     FL 111111XXXXXX1111 111111111111111                               ?MCC=1111FLORIDA HAND THERA,Health and Community Services
3988,CHECK CRD PURCHASE 11/11 WRIGHT CHIROPRACTIC LL  GILBERT       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11WRIGHT CHIROPRACTIC LL,Health and Community Services
3989,CHECK CRD PURCHASE 11/11 INOVA MT VERNO1111      ALEXANDRIA    VA 111111XXXXXX1111 111111111111111                               ?MCC=1111INOVA MT VERNO1111,Services to Transport
3990,CHECK CRD PURCHASE 11/11 GINA M TANIOS DMD       EAST BRUNSWIC NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111GINA M TANIOS DMD,Health and Community Services
3991,HSA CARD PURCHASE  11/11 LISA T GROSSO DDS       CONCORD       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111LISA T GROSSO DDS,Health and Community Services
3992,RECUR DEBIT CRD PMT11/11 ORO VALLEY ANESTHESIA   111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ORO VALLEY ANESTHESIA,Education
3993,CHECK CRD PURCHASE 11/11 YOGA SHALA OF PORTLAND  PORTLAND      OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YOGA SHALA OF PORTLAND,Health and Community Services
3994,HSA CARD PURCHASE  11/11 DOCTORS EXPRESS         CLEARWATER    FL 111111XXXXXX1111 111111111111111                               ?MCC=1111DOCTORS EXPRESS,Health and Community Services
3995,"CHECK CRD PURCHASE 11/11 HERALD R. CLARK, D.D.S  SALT LAKE CIT UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HERALD R. CLARK, D.D.S",Retail Trade
3996,CHECK CRD PURCHASE 11/11 JAMES A PIROLLI DDS     TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11JAMES A PIROLLI DDS,Health and Community Services
3997,CHECK CRD PURCHASE 11/11 BRYAN E LAUER DMD PC    HARRISBURG    PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BRYAN E LAUER DMD PC,Health and Community Services
3998,CHECK CRD PURCHASE 11/11 JOSEPH C GATHE JR       HOUSTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111JOSEPH C GATHE JR,Health and Community Services
3999,CHECK CRD PURCHASE 11/11 PARKER HOSPITAL CAFETE  PARKER        CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PARKER HOSPITAL CAFETE,Health and Community Services
4000,CHECK CRD PURCHASE 11/11 F TIMM MCCARTY D.O.     SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11F TIMM MCCARTY D.O.,Retail Trade
4001,CHECK CRD PURCHASE 11/11 Family Dermatology      111-1111111   NC 111111XXXXXX1111 111111111111111                               ?MCC=1111Family Dermatology,Health and Community Services
4002,CHECK CRD PURCHASE 11/11 AMISSI                  PHOENIX       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AMISSI,Retail Trade
4003,CHECK CRD PURCHASE 11/11 ALEX J URTEAGA DPM PA   NEW BRAUNFELS TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALEX J URTEAGA DPM PA,Health and Community Services
4004,CHECK CRD PURCHASE 11/11 ROBERT D BRENNAN DDS    SANTA BARBARA CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ROBERT D BRENNAN DDS,Health and Community Services
4005,CHECK CRD PURCHASE 11/11 CARE ANIMAL HOSPITAL    TULSA         OK 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CARE ANIMAL HOSPITAL,Health and Community Services
4006,CHECK CRD PURCHASE 11/11 BKLYNRAIL               111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BKLYNRAIL,Retail Trade
4007,"CHECK CRD PURCHASE 11/11 PERAKIS,RESIS,WOODS &   SCHAUMBURG    IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PERAKIS,RESIS,WOODS &",Retail Trade
4008,CHECK CRD PURCHASE 11/11 DESERTSPINEINSTITUTEPL  YUMA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DESERTSPINEINSTITUTEPL,Retail Trade
4009,CHECK CRD PURCHASE 11/11 CHARITY BENEFITS UNLIM  SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CHARITY BENEFITS UNLIM,Retail Trade
4010,CHECK CRD PURCHASE 11/11 GTI*FITNESS MAG OL PFP  111-111-1111  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GTI*FITNESS MAG OL PFP,Health and Community Services
4011,"CHECK CRD PURCHASE 11/11 GREGORY SKIE, M.D.      111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111GREGORY SKIE, M.D.",Retail Trade
4012,CHECK CRD PURCHASE 11/11 ALASKA FAMILY DOCTOR    NOME          AK 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALASKA FAMILY DOCTOR,Health and Community Services
4013,CHECK CRD PURCHASE 11/11 FLYING MISSION USA INC  111-111-1111  MN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FLYING MISSION USA INC,Retail Trade
4014,HSA CARD PURCHASE  11/11 MID CITY PEDIATRIC      SHREVEPORT    LA 111111XXXXXX1111 111111111111111                               ?MCC=1111MID CITY PEDIATRIC,Health and Community Services
4015,CHECK CRD PURCHASE 11/11 FITNESS CONNECT ARLING  ARLINGTON     TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FITNESS CONNECT ARLING,Health and Community Services
4016,CHECK CRD PURCHASE 11/11 ACACIA FAMILY MEDICAL   SALINAS       CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACACIA FAMILY MEDICAL,Health and Community Services
4017,CHECK CRD PURCHASE 11/11 VCA CLARMAR #111        TORRANCE      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VCA CLARMAR #111,Health and Community Services
4018,DEBIT CRD PUR INTL 11/11 HOLBURNE MUSEUM OF ART  BATH          GB 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HOLBURNE MUSEUM OF ART,Entertainment
4019,CHECK CRD PURCHASE 11/11 JAMES WILLIAMS OD       FRISCO        TX 111111XXXXXX1111 111111111111111                               ?MCC=1111JAMES WILLIAMS OD,Health and Community Services
4020,CHECK CRD PURCHASE 11/11 VCA COUNTRYSIDE AH      HOUSTON       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111VCA COUNTRYSIDE AH,Health and Community Services
4021,HSA CARD PURCHASE  11/11 NY SPINE AND WELLN      111-1111111   NY 111111XXXXXX1111 111111111111111                               ?MCC=1111NY SPINE AND WELLN,Health and Community Services
4022,CHECK CRD PURCHASE 11/11 WAREINGS GYM            VIRGINIA BCH  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111WAREINGS GYM,Health and Community Services
4023,CHECK CRD PURCHASE 11/11 SAINT RITA IN THE DESE  111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SAINT RITA IN THE DESE,Entertainment
4024,HSA CARD PURCHASE  11/11 C AYDIN CABI DDS        AURORA        OH 111111XXXXXX1111 111111111111111                               ?MCC=1111C AYDIN CABI DDS,Health and Community Services
4025,RECUR DEBIT CRD PMT11/11 COLORADO KIDS PED DENT  111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11COLORADO KIDS PED DENT,Health and Community Services
4026,CHECK CRD PURCHASE 11/11 KIM J BUTLER OD         EL CAJON      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KIM J BUTLER OD,Health and Community Services
4027,CHECK CRD PURCHASE 11/11 NTL MS SOCIETY COLORAD  111-1111111   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NTL MS SOCIETY COLORAD,"Trade, Professional and Personal Services"
4028,CHECK CRD PURCHASE 11/11 Custom X-Ray Service    111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11Custom X-Ray Service,Retail Trade
4029,CHECK CRD PURCHASE 11/11 NHRMC OUTPATIENT P      WILMINGTON    NC 111111XXXXXX1111 111111111111111                               ?MCC=1111NHRMC OUTPATIENT P,Retail Trade
4030,CHECK CRD PURCHASE 11/11 PLACENTIA LINDA HO      111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111PLACENTIA LINDA HO,Health and Community Services
4031,CHECK CRD PURCHASE 11/11 MARILLAC CLINIC         GRAND JCT     CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MARILLAC CLINIC,Health and Community Services
4032,CHECK CRD PUR RTRN 11/11 ASC NW SURGERY CENTER   TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ASC NW SURGERY CENTER,Health and Community Services
4033,CHECK CRD PURCHASE 11/11 MANTI FAMILY PRACTICE   MANTI         UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MANTI FAMILY PRACTICE,Health and Community Services
4034,CHECK CRD PURCHASE 11/11 DR TED W KRELL          BAYTOWN       TX 111111XXXXXX1111 111111111111111                               ?MCC=1111DR TED W KRELL,Health and Community Services
4035,CHECK CRD PURCHASE 11/11 VCA 11 DODGE AH#111     OMAHA         NE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VCA 11 DODGE AH#111,Health and Community Services
4036,CHECK CRD PURCHASE 11/11 DC VIZCAYA MUSEUM       MIAMI         FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DC VIZCAYA MUSEUM,Entertainment
4037,CHECK CRD PURCHASE 11/11 SUPESMILE ORTHODONTICS  LAS VEGAS     NV 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SUPESMILE ORTHODONTICS,Health and Community Services
4038,CHECK CRD PURCHASE 11/11 BERKELEY                BERKELEY      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BERKELEY,Retail Trade
4039,CHECK CRD PURCHASE 11/11 PALM BAY MEDICAL A      PALM BAY      FL 111111XXXXXX1111 111111111111111                               ?MCC=1111PALM BAY MEDICAL A,Health and Community Services
4040,CHECK CRD PURCHASE 11/11 SURGONE BAER BELL DELI  ENGLEWOOD     CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SURGONE BAER BELL DELI,Retail Trade
4041,CHECK CRD PURCHASE 11/11 MIKEL W SKOUSEN DO LTD  MESA          AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MIKEL W SKOUSEN DO LTD,Retail Trade
4042,CHECK CRD PURCHASE 11/11 BALANCED MOVEMENT       NAMPA         ID 111111XXXXXX1111 111111111111111                               ?MCC=1111BALANCED MOVEMENT,Retail Trade
4043,DEBIT CRD PUR INTL 11/11 SAINSBURYS S/MKTS       OXFORD        GB 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SAINSBURYS S/MKTS,Retail Trade
4044,CHECK CRD PURCHASE 11/11 NCHC - WINSLOW          WINSLOW       AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NCHC - WINSLOW,Entertainment
4045,HSA CARD PURCHASE  11/11 SAN RAMON REGIONAL      111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111SAN RAMON REGIONAL,Health and Community Services
4046,CHECK CRD PUR RTRN 11/11 URGENT CARE EXPRESS     CHANDLER      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111URGENT CARE EXPRESS,Health and Community Services
4047,RECUR DEBIT CRD PMT11/11 RICHARD T WATERMAN      111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RICHARD T WATERMAN,Retail Trade
4048,CHECK CRD PURCHASE 11/11 SMF NATOMAS FAM MED     SACRAMENTO    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SMF NATOMAS FAM MED,Health and Community Services
4049,CHECK CRD PURCHASE 11/11 BENEFIELD EYE CARE      GULFPORT      MS 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BENEFIELD EYE CARE,Health and Community Services
4050,CHECK CRD PURCHASE 11/11 AARP   *FOUNDATION      111-111-1111  DC 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AARP   *FOUNDATION,Health and Community Services
4051,CHECK CRD PURCHASE 11/11 STEPHEN J CLIFFORD      NORTH MIAMI   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111STEPHEN J CLIFFORD,Retail Trade
4052,CHECK CRD PURCHASE 11/11 SCRIPPS CLINIC          SAN DIEGO     CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SCRIPPS CLINIC,Health and Community Services
4053,CHECK CRD PURCHASE 11/11 KESTNER FAMILY CHIROPR  111-111-1111  TN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KESTNER FAMILY CHIROPR,Health and Community Services
4054,RECUR DEBIT CRD PMT11/11 WSC-WEST SPRINGFIE      111-111-1111  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111WSC-WEST SPRINGFIE,Retail Trade
4055,CHECK CRD PURCHASE 11/11 CTR FOR ORTHOPEDIC      BRIDGEWATER   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111CTR FOR ORTHOPEDIC,Health and Community Services
4056,CHECK CRD PURCHASE 11/11 ST LUKE S PHY BILL      111-1111111   PA 111111XXXXXX1111 111111111111111                               ?MCC=1111ST LUKE S PHY BILL,Retail Trade
4057,CHECK CRD PURCHASE 11/11 DR. PAMELA HORNER       SURPRISE      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DR. PAMELA HORNER,Health and Community Services
4058,CHECK CRD PURCHASE 11/11 NSPCC ONLINE DNTNS      LONDON  EC1A  GB 111111XXXXXX1111 111111111111111                               ?MCC=1111 11NSPCC ONLINE DNTNS,Retail Trade
4059,CHECK CRD PUR RTRN 11/11 YMCA REDRAFT FEE        PLATTSMOUTH   NE 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YMCA REDRAFT FEE,Retail Trade
4060,"CHECK CRD PURCHASE 11/11 STUART B PECHTER,       LANTANA       FL 111111XXXXXX1111 111111111111111                               ?MCC=1111STUART B PECHTER,",Retail Trade
4061,CHECK CRD PURCHASE 11/11 ROCK SPOT CLIMBING      LINCOLN       RI 111111XXXXXX1111 111111111111111                               ?MCC=1111ROCK SPOT CLIMBING,Health and Community Services
4062,CHECK CRD PURCHASE 11/11 KING STUDENT HEALT      WILLIAMSBURG  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111KING STUDENT HEALT,Health and Community Services
4063,CHECK CRD PURCHASE 11/11 ARIZONA ENDOVASCULAR P  TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ARIZONA ENDOVASCULAR P,Retail Trade
4064,CHECK CRD PURCHASE 11/11 NO BODY DENIED          SPRINGFIELD   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111NO BODY DENIED,"Trade, Professional and Personal Services"
4065,CHECK CRD PURCHASE 11/11 AFFINITY EYECARE GROUP  1111111111    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AFFINITY EYECARE GROUP,Health and Community Services
4066,CHECK CRD PURCHASE 11/11 LEE SELF MD PA          EAGLE         ID 111111XXXXXX1111 111111111111111                               ?MCC=1111LEE SELF MD PA,Health and Community Services
4067,"CHECK CRD PURCHASE 11/11 DR. PETER P. DETTLAFF,  MINOT         ND 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DR. PETER P. DETTLAFF,",Health and Community Services
4068,CHECK CRD PURCHASE 11/11 PEND OREILLE VETER      PONDERAY      ID 111111XXXXXX1111 111111111111111                               ?MCC=1111PEND OREILLE VETER,Health and Community Services
4069,CHECK CRD PURCHASE 11/11 FAMILY STRATEGIES       111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111FAMILY STRATEGIES,Retail Trade
4070,HSA CARD PURCHASE  11/11 ROSEMORE EYE CARE       111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111ROSEMORE EYE CARE,Health and Community Services
4071,CHECK CRD PURCHASE 11/11 MEDICALMONITOREDWEIGHT  FORT WORTH    TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MEDICALMONITOREDWEIGHT,Retail Trade
4072,CHECK CRD PURCHASE 11/11 GVMP BILLING OFFIC      SOUDERTON     PA 111111XXXXXX1111 111111111111111                               ?MCC=1111GVMP BILLING OFFIC,Retail Trade
4073,CHECK CRD PURCHASE 11/11 SONORAN FOOT SPECIALIS  SCOTTSDALE    AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SONORAN FOOT SPECIALIS,Health and Community Services
4074,HSA CARD PURCHASE  11/11 FMLY CHRPRCTC HLTH      GRAND RAPIDS  MI 111111XXXXXX1111 111111111111111                               ?MCC=1111FMLY CHRPRCTC HLTH,Health and Community Services
4075,CHECK CRD PURCHASE 11/11 ASPENRIDGE CHIROPR      CLOQUET       MN 111111XXXXXX1111 111111111111111                               ?MCC=1111ASPENRIDGE CHIROPR,Health and Community Services
4076,CHECK CRD PURCHASE 11/11 AMERICAS ANIMAL CLINIC  111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AMERICAS ANIMAL CLINIC,Health and Community Services
4077,CHECK CRD PURCHASE 11/11 A AND F WEXNER1111      NEW ALBANY    OH 111111XXXXXX1111 111111111111111                               ?MCC=1111A AND F WEXNER1111,Retail Trade
4078,CHECK CRD PURCHASE 11/11 BENS BELLS              111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BENS BELLS,Retail Trade
4079,CHECK CRD PURCHASE 11/11 HISSONG                 LA VERGNE     TN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HISSONG,Retail Trade
4080,CHECK CRD PURCHASE 11/11 GOOGLE *OMGPOP INC      GOOGLE.COM/CH CA 111111XXXXXX1111 111111111111111                               ?MCC=1111GOOGLE *OMGPOP INC,Property and Business Services
4081,CHECK CRD PURCHASE 11/11 STAR PIZZA #1           111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11STAR PIZZA #1,Entertainment
4082,CHECK CRD PURCHASE 11/11 SELECTION.COM           111-111-1111  OH 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SELECTION.COM,Retail Trade
4083,CHECK CRD PURCHASE 11/11 ANSWER 1 COMMUNICATION  111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ANSWER 1 COMMUNICATION,Retail Trade
4084,CHECK CRD PURCHASE 11/11 GOOGLE *FFStudios       GOOGLE.COM/CH CA 111111XXXXXX1111 111111111111111                               ?MCC=1111GOOGLE *FFStudios,Property and Business Services
4085,CHECK CRD PURCHASE 11/11 ONE BAD BITCH.COM       111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ONE BAD BITCH.COM,Retail Trade
4086,CHECK CRD PURCHASE 11/11 GOOGLE *dooblou apps    GOOGLE.COM/CH CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GOOGLE *dooblou apps,Property and Business Services
